dataset,split,selection,label,class_name,modality,sample_index,source_path,raw_file_sha256,transformed_rgb_sha256,tile_x,tile_y
quickdraw_80_30,test,MOST PHOTOS,23,tiger,photo,2,datasets/QuickDraw/images/tiger/image_00002.jpg,d1a89e73b0057b621825375817b8538e6fb5376565d0624ca12a11708212a8ac,c3f4da33e10e12d6320e78499f324eb950c89f96a31b249d72fe98e09a89c672,496,156
quickdraw_80_30,test,MOST PHOTOS,23,tiger,photo,3,datasets/QuickDraw/images/tiger/image_00003.jpg,44ebd1d2a7713232f264d2020164b9a6028b8741db808136c0fbeb53a2560db9,6455e9fa7da0d7de316c5303d5658111d064be9668f7d28c89a11d90e02318a1,736,156
quickdraw_80_30,test,MOST PHOTOS,23,tiger,photo,4,datasets/QuickDraw/images/tiger/image_00004.jpg,987f99168e3141c13bc5ec0ba1c77fc195ffddc22f7a940ecbdffddacef4e4fb,8ef17a7b3b4ed0974921748ad06a2333a198ad8987ef509968da95fc6d90a218,976,156
quickdraw_80_30,test,MOST PHOTOS,23,tiger,photo,5,datasets/QuickDraw/images/tiger/image_00005.jpg,3044e0a8fe8fca996b921af5af9bc029929ade3d5b22bd0cdaee143baf82453e,f0bc9461150b82c5df02a1c3038714a16351c41f4c8d25d1db416b07817684fc,256,414
quickdraw_80_30,test,MOST PHOTOS,23,tiger,photo,6,datasets/QuickDraw/images/tiger/image_00006.jpg,d6f19eb1f46351674deb526aca78423e239207b8f8b39ede9cd653c272457d9c,904d3e42e63362e8e80d816eb639630b3b8aba39fffbb13d811395625e04bca1,496,414
quickdraw_80_30,test,MOST PHOTOS,23,tiger,photo,7,datasets/QuickDraw/images/tiger/image_00007.jpg,d640d2a9887955cdf47e782b86d1132d684e0f0e7cff94d8f580fa8139e10236,435e45278b0e43f80fc044ee7b3fe90e88e091bba0144e20d2c485d55e4a588e,736,414
quickdraw_80_30,test,MOST PHOTOS,23,tiger,photo,8,datasets/QuickDraw/images/tiger/image_00008.jpg,684c92a1abaf35c8cff56790a8a253c5e10930429fa46796558803537d3ae9c0,7ebf6294bd608e1dcc2c66c78573386953e384445571476138d32c88cf01d006,976,414
quickdraw_80_30,test,FEWEST PHOTOS,15,campfire,sketch,1,datasets/QuickDraw/sketches/campfire/4503601261051904.png,4f11026754437ea6489614b2d4cb6b6c158fda0f898fed459ee0e2e66f55ba69,3bf85c437f12576d00aa3247ab5f586903af7a3c6ecef0710c2f49bb6e7efecd,16,710
quickdraw_80_30,test,FEWEST PHOTOS,15,campfire,sketch,2,datasets/QuickDraw/sketches/campfire/4504275122126848.png,1d016069d26ffd12fcbe8364f051491c62f20fd41a000bde42750c77eb7dc366,d3a350ad293cf594beac5ee7bbb6acc414fa5d64f4f04a46e08f13c785bd709a,16,968
quickdraw_80_30,test,FEWEST PHOTOS,15,campfire,photo,1,datasets/QuickDraw/images/campfire/13. 31125ca0-a671-4709-b099-4b5848462486.jpeg,8ae98d7dabbf7869ee698a95e297615ba778b2b2b8ae4eb775c9545516db0884,5dae33b986366d3a9cc20e8997a395bc3e061dcd60e6a07bcd9cf687e772d929,256,710
quickdraw_80_30,test,FEWEST PHOTOS,15,campfire,photo,2,datasets/QuickDraw/images/campfire/56. father-building-small-camfire-his-footage-044446724_prevstill.jpeg,d5345c3d581a71b8f400a0f4caad26d319f196c3995d5018f08fbee014c222e1,a59489519bf4eeb14f10903a30a10c3d6a2d251aff0ae27463c5f34ad0371838,496,710
quickdraw_80_30,test,FEWEST PHOTOS,15,campfire,photo,3,datasets/QuickDraw/images/campfire/image_00001.jpg,844c7e805ea26d6e3a97154bc84841efdddce6ac05bba3b1943f2c89c800fb2d,30a2f308a3c1b88ee415bb9f6c8df95cc5173968f046e282aea689f0a2461df0,736,710
quickdraw_80_30,test,FEWEST PHOTOS,15,campfire,photo,4,datasets/QuickDraw/images/campfire/image_00002.jpg,f824292df084cc355bd2865b496fcb4fc685977fc3de1bf376ed52893e321a91,d6c18ae3cac4f279672599f7cbd86ca13b1586187a965eabceff1afb708b9c4d,976,710
quickdraw_80_30,test,FEWEST PHOTOS,15,campfire,photo,5,datasets/QuickDraw/images/campfire/image_00003.jpg,60190510628a3b4107ead5b376c1995c2c50242b8b4019699442d77b325d5715,1a56a11d672a54c8f8cbde2dcbc0787f092e95b4953bf078279f61112f23e5ec,256,968
quickdraw_80_30,test,FEWEST PHOTOS,15,campfire,photo,6,datasets/QuickDraw/images/campfire/image_00012.jpg,ccb3b6846f33b47d1a7e9fa688cac8b985a05431686558e77cead4b410a5b001,ed8387077a03cb7d37e5caa190b02e84ecd40dd2969ab691e75e622f69cdb864,496,968
quickdraw_80_30,test,FEWEST PHOTOS,15,campfire,photo,7,datasets/QuickDraw/images/campfire/image_00014.jpg,afa0418c79a648e9987752a7516cba8cb2a2ec389679fa15d0717e4bb0060fb3,01353c27705cc53e244ce4c58a038b679cceee361c7c9794dfb048ceeeb89f3e,736,968
quickdraw_80_30,test,FEWEST PHOTOS,15,campfire,photo,8,datasets/QuickDraw/images/campfire/image_00015.jpg,5ae38ee968e5a9e9f122423ad85145789dd55652fdf7d650842d271b5da99e85,c6407b9741b7ac50ba854a43d82b4fd22e16ba2f8f417f09464274ffa04e647b,976,968
